Gender,1,-1,Non-Binary
Gender,1,0,Multiple Gender identities
Gender,1,1,"Man (Boy, if child)"
Gender,1,2,"Woman (Girl, if child)"
Gender,1,3,Trans Female (MTF or Male to Female)
Gender,1,4,Trans Male (FTM or Female to Male)
Gender,1,5,Other
Gender,1,6,Client Doesn't Know
Gender,1,7,Client Prefers Not to Answer
Gender,1,8,Transgender Unknown
Gender,1,9,Transgender
Gender,1,10,Questioning
Gender,1,11,"Culturally Specific Identity (e.g., Two-Spirit)"
Gender,1,12,Different Identity
Gender,1,99,Data Not Collected
Unit of Measure,2,1,Days
Unit of Measure,2,2,Hours
Unit of Measure,2,3,Minutes
Unit of Measure,2,4,Each
Unit of Measure,2,5,Dollar
Unit of Measure,2,6,Mileage
Unit of Measure,2,7,1/4 Hours (15 Min Intervals)
Unit of Measure,2,8,1/6 Hours (10 Min Intervals)
Unit of Measure,2,9,Pounds
Unit of Measure,2,10,1/2 Hours (30 Min Intervals)
Unit of Measure,2,25,Vocational Hours
Usage Types,3,1,Unit
Usage Types,3,2,One Bedroom
Usage Types,3,3,Two Bedroom
Usage Types,3,4,Three Bedroom
Usage Types,3,5,Four Bedroom
Usage Types,3,6,Studio
Usage Types,3,7,Single Room Occupancy
Usage Types,3,8,Suite
Usage Types,3,9,One Bedroom
Usage Types,3,10,Two Bedroom
Usage Types,3,11,Three Bedroom
Usage Types,3,12,Four Bedroom
Usage Types,3,13,Five Bedroom
Usage Types,3,14,Six Bedroom
Usage Types,3,15,Five Bedroom
Usage Types,3,16,Six Bedroom
Relation to Head of Household,4,1,Self
Relation to Head of Household,4,2,Spouse
Relation to Head of Household,4,3,Child
Relation to Head of Household,4,4,Step-Child
Relation to Head of Household,4,5,Grandparent
Relation to Head of Household,4,6,Guardian
Relation to Head of Household,4,7,Other Relative
Relation to Head of Household,4,8,Other Non-Relative
Relation to Head of Household,4,9,Unknown
Relation to Head of Household,4,10,Grandchild
Relation to Head of Household,4,11,Foster-Child
Address Type,5,1,Current Address
Address Type,5,2,Mailing Address
Address Type,5,3,Previous Address
Race,6,-1,Other
Race,6,0,Multi-Racial
Race,6,1,"American Indian, Alaska Native, or Indigenous"
Race,6,2,Asian or Asian American
Race,6,3,"Black, African American or African"
Race,6,4,Native Hawaiian or Pacific Islander
Race,6,5,White
Race,6,6,Hispanic/Latina/o
Race,6,7,Middle Eastern or North African
Race,6,8,Client Doesn't Know
Race,6,9,Client Prefers Not to Answer
Race,6,20,Haitian
Race,6,21,Cape Verdean
Race,6,22,Arab
Race,6,23,Caribbean
Race,6,24,East Asian
Race,6,25,Persian
Race,6,26,Korean
Race,6,27,Asian Indian
Race,6,28,Chinese
Race,6,29,Samoan
Race,6,30,Guamanian or Chamorro
Race,6,31,Vietnamese
Race,6,32,Filipino
Race,6,33,Japanese
Race,6,99,Data Not Collected
Ethnicity,7,1,Non-Hispanic/Non-Latina/o
Ethnicity,7,2,Hispanic/Latina/o
Ethnicity,7,8,Client Doesn't Know
Ethnicity,7,9,Client Prefers Not to Answer
Ethnicity,7,99,Data Not Collected
User Types,8,1,Unauthenticated Public
User Types,8,2,Authenticated Users
User Types,8,3,Alter Own Role
User Types,8,4,Alter Any Role
Payment Types,13,1,Cash
Payment Types,13,3,Money Order
Payment Types,13,5,Check
Payment Types,13,7,Credit Card
Payment Types,13,9,Write-off
Payment Types,13,10,Refund Service
Payment Types,13,50,Void/Declined
Payment Types,13,99,Deposit Refunds
Document Check,14,1,Income Tax Return
Document Check,14,2,Pay Stub
Document Check,14,3,Notarized Statement
Document Check,14,4,Federal Assistance Documents
Document Check,14,5,Utility Bill
Document Check,14,6,Government Issued
Bulletin Board Permission Types,15,1,All Users
Bulletin Board Permission Types,15,2,Organization
Bulletin Board Permission Types,15,3,Organizations Assigned To A Program
Bulletin Board Permission Types,15,4,User
Bulletin Board Permission Types,15,5,Case Managers Assigned To Clients Within A Program
Bulletin Board Permission Types,15,6,Provider
Bulletin Board Permission Types,15,7,Provider Programs
Bulletin Board Permission Types,15,8,Provider Categories
Bulletin Board Permission Types,15,9,Role
Bulletin Board Permission Types,15,10,Team
Secondary Resource UI Element Types,17,1,Horizontal Corridor
Secondary Resource UI Element Types,17,2,Vertical Corridor
Secondary Resource UI Element Types,17,3,Horizontal Road
Secondary Resource UI Element Types,17,4,Vertical Road
Grade Level,19,0,0 Kindergarten
Grade Level,19,1,1st Grade
Grade Level,19,2,2nd Grade
Grade Level,19,3,3rd Grade
Grade Level,19,4,4th Grade
Grade Level,19,5,5th Grade
Grade Level,19,6,6th Grade
Grade Level,19,7,7th Grade
Grade Level,19,8,8th Grade
Grade Level,19,12,9th Grade or higher
Grade Level,19,98,0-Pre-K
Grade Level,19,99,0-Not Applicable
Affordability Program,21,0,Not In Program
Affordability Program,21,1,Loss of job/Change in income
Affordability Program,21,2,Medical Bills
Affordability Program,21,3,Accident w/ Bills
Affordability Program,21,4,House Repairs
Affordability Program,21,5,Fire
Affordability Program,21,6,Other
Frequency Types (Polling Service),22,1,Once
Frequency Types (Polling Service),22,2,Hours
Frequency Types (Polling Service),22,3,Days
Frequency Types (Polling Service),22,4,Weeks
Frequency Types (Polling Service),22,5,Months
Frequency Types (Polling Service),22,6,Quarters
Frequency Types (Polling Service),22,7,Years
Start Times (Polling Service),23,0,12 AM
Start Times (Polling Service),23,1,1 AM
Start Times (Polling Service),23,2,2 AM
Start Times (Polling Service),23,3,3 AM
Start Times (Polling Service),23,4,4 AM
Start Times (Polling Service),23,5,5 AM
Start Times (Polling Service),23,6,6 AM
Start Times (Polling Service),23,7,7 AM
Start Times (Polling Service),23,8,8 AM
Start Times (Polling Service),23,9,9 AM
Start Times (Polling Service),23,10,10 AM
Start Times (Polling Service),23,11,11 AM
Start Times (Polling Service),23,12,12 PM
Start Times (Polling Service),23,13,1 PM
Start Times (Polling Service),23,14,2 PM
Start Times (Polling Service),23,15,3 PM
Start Times (Polling Service),23,16,4 PM
Start Times (Polling Service),23,17,5 PM
Start Times (Polling Service),23,18,6 PM
Start Times (Polling Service),23,19,7 PM
Start Times (Polling Service),23,20,8 PM
Start Times (Polling Service),23,21,9 PM
Start Times (Polling Service),23,22,10 PM
Start Times (Polling Service),23,23,11 PM
Usage Statuses,24,1,Available
Usage Statuses,24,2,Under Repair
Usage Statuses,24,3,In Development
Client Restriction,25,1,Shared
Client Restriction,25,2,Not Shared
Assessment Association,26,1,HOH only
Assessment Association,26,2,All enrolled members
Assessment Event,27,1,At Entry
Assessment Event,27,2,During
Assessment Event,27,3,At Exit
Assessment Event,27,5,Annual
Assessment Event,27,6,Post-Exit
Data Quality,28,0,Value Provided
Data Quality,28,1,Partial Value
Data Quality,28,2,Don't Know
Data Quality,28,3,Won't Answer
Service Type Usage,31,1,Direct
Service Type Usage,31,2,Indirect
Service Type Usage,31,3,Referral / Service Request
Service Type Usage,31,4,Account - No Obligation
Service Type Usage,31,5,Account - Obligation
Service Type Usage,31,6,Account - Client Paid
Service Type Usage,31,7,Time
Service Type Usage,31,9,Medical Billing
Service Type Usage,31,40,"Need Authorization "
Resource Types,33,1,Classroom
Resource Types,33,2,Housing
Resource Types,33,4,Housing Emergency
Resource Types,33,9,"Volunteer Events "
Resource Types,33,15,Front Office
Resource Types,33,20,Cemetery
Resource Types,33,21,Coordination Center
Resource Types,33,25,Encounter
Resource Types,33,30,Group Service Time
Resource Types,33,35,Medication Administration
Resource Types,33,40,Event - In / Out
Resource Types,33,45,Scattered Site Housing
Resource Types,33,50,Meals on Wheels Event
Resource Types,33,55,Workshop Series
Resource Types,33,60,Work Therapy / Chores
Resource Types,33,65,"Manage Facility "
Resource Types,33,66,Staffed Housing
Resource Types,33,70,Domestic Violence
Resource Types,33,75,Resource Availability
Resource Types,33,76,Clinic
Resource Types,33,80,QA Location
Recurrence,34,0,Hourly
Recurrence,34,1,Daily
Recurrence,34,3,Weekly
Recurrence,34,4,BiWeekly (every two weeks)
Recurrence,34,5,Monthly
Recurrence,34,10,Semi Monthly (twice monthly)
Recurrence,34,15,Annually
Recurrence,34,20,BiMonthly
Recurrence,34,25,Semi Annually
Recurrence,34,26,Other
Case Note Restriction,36,1,Shared
Case Note Restriction,36,2,"Not Shared (Org Only) "
Case Note Restriction,36,3,My eyes only
YesNoDontKnowWontAnswer,37,1,Yes
YesNoDontKnowWontAnswer,37,2,No
YesNoDontKnowWontAnswer,37,3,Client doesn't know
YesNoDontKnowWontAnswer,37,4,Client Prefers Not to Answer
YesNoDontKnowWontAnswer,37,99,Data Not Collected
HMIS Prior Residence,38,-1,Other
HMIS Prior Residence,38,1,"Emergency shelter, including hotel or motel paid for with emergency shelter voucher, Host Home shelter"
HMIS Prior Residence,38,2,Transitional housing for homeless persons (including homeless youth)
HMIS Prior Residence,38,4,Psychiatric hospital or other psychiatric facility
HMIS Prior Residence,38,5,Substance abuse treatment facility or detox center
HMIS Prior Residence,38,6,Hospital or other residential non-psychiatric medical facility
HMIS Prior Residence,38,7,"Jail, prison or juvenile detention facility"
HMIS Prior Residence,38,8,Client doesn't know
HMIS Prior Residence,38,9,Client Prefers Not to Answer
HMIS Prior Residence,38,10,"Rental by client, no ongoing housing subsidy"
HMIS Prior Residence,38,11,"Owned by client, no ongoing housing subsidy"
HMIS Prior Residence,38,12,"Staying or living with family, temporary tenure (e.g., room, apartment or house)"
HMIS Prior Residence,38,13,"Staying or living with friends, temporary tenure (e.g., room, apartment or house)"
HMIS Prior Residence,38,14,Hotel or motel paid for without emergency shelter voucher
HMIS Prior Residence,38,15,Foster care home or foster care group home
HMIS Prior Residence,38,16,"Place not meant for habitation (e.g., a vehicle, an abandoned building, bus/train/subway station/airport or anywhere outside)"
HMIS Prior Residence,38,18,Safe Haven
HMIS Prior Residence,38,19,"Owned by client, with ongoing housing subsidy"
HMIS Prior Residence,38,20,Client Doesn't Know
HMIS Prior Residence,38,21,"Owned by client, with ongoing housing subsidy"
HMIS Prior Residence,38,22,"Staying or living with family, permanent tenure"
HMIS Prior Residence,38,23,"Staying or living with friends, permanent tenure"
HMIS Prior Residence,38,24,Deceased
HMIS Prior Residence,38,25,Long-term care facility or nursing home
HMIS Prior Residence,38,26,Moved from one HOPWA funded project to HOPWA PH
HMIS Prior Residence,38,27,Moved from one HOPWA funded project to HOPWA TH
HMIS Prior Residence,38,29,Residential Project or halfway house with no homeless criteria
HMIS Prior Residence,38,31,Rental by client with RRH or equivalent subsidy
HMIS Prior Residence,38,32,Host Home (non-crisis)
HMIS Prior Residence,38,33,Rental by client with HCV voucher (tenant or project based)
HMIS Prior Residence,38,34,Rental by client in a public housing unit
HMIS Prior Residence,38,35,"Staying or living in a family member's room, apartment or house"
HMIS Prior Residence,38,36,"Staying or living in a friend's room, apartment or house"
HMIS Prior Residence,38,49,"Rental by client, with ongoing housing subsidy"
HMIS Prior Residence,38,50,HOMELESS SITUATION
HMIS Prior Residence,38,51,INSTITUTIONAL SITUATION
HMIS Prior Residence,38,52,TEMPORARY AND PERMANENT HOUSING SITUATION
HMIS Prior Residence,38,53,OTHER
HMIS Prior Residence,38,99,Data Not Collected
HMIS Length Of Stay,39,1,Two to six nights
HMIS Length Of Stay,39,2,"One week or more, but less than one month"
HMIS Length Of Stay,39,3,"One month or more, but less than 90 days"
HMIS Length Of Stay,39,4,"90 days or more, but less than one year"
HMIS Length Of Stay,39,5,One year or longer
HMIS Length Of Stay,39,8,Client Doesn't Know
HMIS Length Of Stay,39,9,Client Prefers Not to Answer
HMIS Length Of Stay,39,10,One Night or Less
HMIS Length Of Stay,39,99,Data Not Collected
Housing Type,40,1,Site-based- single site
Housing Type,40,2,Site-based- clustered / multiple sites
Housing Type,40,3,Tenant-based- scattered site
Housing Type,40,90,No Value- Field Retired from HMIS Standards
HMIS Site Type,41,1,Non-Residential:Services Only
HMIS Site Type,41,2,Residential:Special Needs and Non-special Needs
HMIS Site Type,41,3,Residential:Special Needs Only
HMIS Site Type,41,90,No Value- Field Retired from HMIS Standards
HMIS Primary Housing Type,42,1,Mass shelter/barracks
HMIS Primary Housing Type,42,2,Dormitory/hotel/motel
HMIS Primary Housing Type,42,3,Shared housing
HMIS Primary Housing Type,42,4,Single Room Occupancy (SRO) units
HMIS Primary Housing Type,42,5,Single apartment (non-SRO) units
HMIS Primary Housing Type,42,6,Single homes/townhouses/duplexes
HMIS Primary Housing Type,42,7,Not applicable (Non-Residential Program)
HMIS Program Type Codes,43,1,Emergency Shelter - Entry Exit
HMIS Program Type Codes,43,2,Transitional Housing (TH)
HMIS Program Type Codes,43,3,PH - Permanent Supportive Housing (disability required for entry)
HMIS Program Type Codes,43,4,Street Outreach
HMIS Program Type Codes,43,6,Services Only
HMIS Program Type Codes,43,7,Other
HMIS Program Type Codes,43,8,Safe Haven (SH)
HMIS Program Type Codes,43,9,PH - Housing Only
HMIS Program Type Codes,43,10,*PH - Housing with Services (no disability required)
HMIS Program Type Codes,43,11,Innovative Supportive Housing
HMIS Program Type Codes,43,12,Homelessness Prevention and Rapid Re-Housing (HPRP)
HMIS Program Type Codes,43,13,Homeless Assistance
HMIS Program Type Codes,43,14,PATH
HMIS Program Type Codes,43,15,PH - Rapid Re-Housing
HMIS Program Type Codes,43,16,Homelessness Prevention
HMIS Program Type Codes,43,17,Coordinated Assessment
HMIS Program Type Codes,43,18,Day Shelter
HMIS Program Type Codes,43,25,Not a HUD HMIS Project
HMIS Program Type Codes,43,30,"Emergency Shelter - Night-by-Night "
HMIS Household Type,44,1,Households without children
HMIS Household Type,44,2,Households with children
HMIS Bed Type,45,1,Facility-Based
HMIS Bed Type,45,2,Voucher
HMIS Bed Type,45,3,Other
HMIS Bed Availability,46,1,Year Round
HMIS Bed Availability,46,2,Seasonal
HMIS Bed Availability,46,3,Overflow
HMIS Target Pop A,47,1,Single Males (18 years and older)
HMIS Target Pop A,47,2,Single Females (18 years and older)
HMIS Target Pop A,47,3,Single Males and Females (18 years and older)
HMIS Target Pop A,47,4,"Couples Only, No Children"
HMIS Target Pop A,47,5,Single Males and Households with Children
HMIS Target Pop A,47,6,Single Females and Households with Children
HMIS Target Pop A,47,7,Households with Children
HMIS Target Pop A,47,8,Unaccompanied Young Males (under 18)
HMIS Target Pop A,47,9,Unaccompanied Young Females (under 18)
HMIS Target Pop A,47,10,Unaccompanied Young Males and Females (under 18)
HMIS Target Pop A,47,11,Single Male and Female and Households w/Children
HMIS Target Population B,48,1,DV: Survivors of Domestic Violence
HMIS Target Population B,48,2,Veterans
HMIS Target Population B,48,3,HIV: Persons with HIV/AIDS
HMIS Target Population B,48,4,NA: Not applicable
HMIS Occupancy Model,49,1,Program Entry and Exit Date Comparison
HMIS Occupancy Model,49,2,Bed Management Model
HMIS Occupancy Model,49,3,Service Transaction Model
HMIS Occupancy Model,49,4,Night by Night
HMIS Housing Status,50,1,Category 1 - Homeless
HMIS Housing Status,50,2,Category 2 - At imminent risk of losing housing
HMIS Housing Status,50,3,At-risk of homelessness
HMIS Housing Status,50,4,Stably housed
HMIS Housing Status,50,5,Category 3 - Homeless only under other federal statutes
HMIS Housing Status,50,6,Category 4 - Fleeing domestic violence
HMIS Housing Status,50,8,Client Doesn't Know
HMIS Housing Status,50,9,Client Prefers Not to Answer
HMIS Housing Status,50,99,Data Not Collected
Financial Income/Expense,51,1,Income
Financial Income/Expense,51,2,Expenses
Financial Income/Expense,51,3,"Earned Income (i.e., employment income)"
Financial Income/Expense,51,4,Unemployment Insurance
Financial Income/Expense,51,5,Rent/House Payment
Financial Income/Expense,51,6,Supplemental Security Income (SSI)
Financial Income/Expense,51,7,Social Security Disability Income (SSDI)
Financial Income/Expense,51,8,Veteran’s disability payment
Financial Income/Expense,51,9,Private disability insurance
Financial Income/Expense,51,10,Temporary Assistance for Needy Families
Financial Income/Expense,51,11,General Public Assistance (GA)
Financial Income/Expense,51,12,Retirement income from Social Security
Financial Income/Expense,51,13,Veteran’s pension
Financial Income/Expense,51,14,Pension from a former job
Financial Income/Expense,51,15,Child support
Financial Income/Expense,51,16,Alimony or other spousal support
Financial Income/Expense,51,17,Other Income
Financial Income/Expense,51,18,Electric Bill
Financial Income/Expense,51,19,Gas Bill
Financial Income/Expense,51,20,Phone Bill
Financial Income/Expense,51,21,Groceries/Food
Financial Income/Expense,51,22,Transportation
Financial Income/Expense,51,23,Other Expenses
Financial Income/Expense,51,24,Day Care
Financial Income/Expense,51,25,Life/Medical Insurance
Financial Income/Expense,51,26,Water/Sewer
Financial Income/Expense,51,27,Infant Supplies
Financial Income/Expense,51,28,Credit/Loans
Financial Income/Expense,51,29,Recreation
Financial Income/Expense,51,30,Auto Maintenance
Financial Income/Expense,51,31,Auto Insurance
Financial Income/Expense,51,32,Cable TV
Financial Income/Expense,51,33,No Financial Resources
Financial Income/Expense,51,35,Social Security Income
Financial Income/Expense,51,38,Worker’s Compensation
Enrollment Status,52,1,Unknown
Enrollment Status,52,10,Ineligible
Enrollment Status,52,20,Assessments Pending
Enrollment Status,52,100,Enrolled
Enrollment Status,52,200,Exited
Recurrence Day Of Week,53,0,Sunday
Recurrence Day Of Week,53,1,Monday
Recurrence Day Of Week,53,2,Tuesday
Recurrence Day Of Week,53,3,Wednesday
Recurrence Day Of Week,53,4,Thursday
Recurrence Day Of Week,53,5,Friday
Recurrence Day Of Week,53,6,Saturday
Recurrence Day Of Week,53,7,Everyday
Recurrence Day Of Week,53,8,Monthly
Recurrence Day Of Week,53,10,1st
Recurrence Day Of Week,53,11,2nd
Recurrence Day Of Week,53,12,3rd
Recurrence Day Of Week,53,13,4th
Recurrence Day Of Week,53,14,5th
Recurrence Day Of Week,53,15,6th
Recurrence Day Of Week,53,16,7th
Recurrence Day Of Week,53,17,8th
Recurrence Day Of Week,53,18,9th
Recurrence Day Of Week,53,19,10th
Recurrence Day Of Week,53,20,11th
Recurrence Day Of Week,53,21,12th
Recurrence Day Of Week,53,22,13th
Recurrence Day Of Week,53,23,14th
Recurrence Day Of Week,53,24,15th
Recurrence Day Of Week,53,25,16th
Recurrence Day Of Week,53,26,17th
Recurrence Day Of Week,53,27,18th
Recurrence Day Of Week,53,28,19th
Recurrence Day Of Week,53,29,20th
Recurrence Day Of Week,53,30,21st
Recurrence Day Of Week,53,31,22nd
Recurrence Day Of Week,53,32,23rd
Recurrence Day Of Week,53,33,24th
Recurrence Day Of Week,53,34,25th
Recurrence Day Of Week,53,35,26th
Recurrence Day Of Week,53,36,27th
Recurrence Day Of Week,53,37,28th
Recurrence Day Of Week,53,40,First Sunday
Recurrence Day Of Week,53,41,First Monday
Recurrence Day Of Week,53,42,First Tuesday
Recurrence Day Of Week,53,43,First Wednesday
Recurrence Day Of Week,53,44,First Thursday
Recurrence Day Of Week,53,45,First Friday
Recurrence Day Of Week,53,46,First Saturday
Recurrence Day Of Week,53,70,Last Sunday
Recurrence Day Of Week,53,71,Last Monday
Recurrence Day Of Week,53,72,Last Tuesday
Recurrence Day Of Week,53,73,Last Wednesday
Recurrence Day Of Week,53,74,Last Thursday
Recurrence Day Of Week,53,75,Last Friday
Recurrence Day Of Week,53,76,Last Saturday
Medication Type Category,56,1,Alzheimer's & Parkinson's
Medication Type Category,56,5,Allergies & Asthma
Medication Type Category,56,10,Anti-Depressants
Medication Type Category,56,15,Anti-Epileptics
Medication Type Category,56,20,Antibiotic
Medication Type Category,56,25,Anti-Psychotics
Medication Type Category,56,30,Anxiety
Medication Type Category,56,32,Asthma
Medication Type Category,56,33,ADD and ADHD
Medication Type Category,56,35,Cholesterol
Medication Type Category,56,37,Cough and Cold
Medication Type Category,56,40,Diabetes
Medication Type Category,56,43,Fungal Infection
Medication Type Category,56,45,Eyes & Ears
Medication Type Category,56,50,Heart & Circulatory System
Medication Type Category,56,55,Men's Health
Medication Type Category,56,60,Other
Medication Type Category,56,65,Pain & Inflammation
Medication Type Category,56,70,Skeletal System
Medication Type Category,56,75,Skin
Medication Type Category,56,80,Sleeping Aids
Medication Type Category,56,85,Smoking Cessation
Medication Type Category,56,90,"Stomach, Digestion & Urinary"
Medication Type Category,56,100,Thyroid
Medication Type Category,56,105,Weight Loss & Nutrition
"Test Type Categories ",57,1,Skill Test
"Test Type Categories ",57,10,Education
"Test Type Categories ",57,30,Developmental Screening - Head Start
"Test Type Categories ",57,35,Behavioral Screening - Head Start
"Test Type Categories ",57,50,Medical
"Test Type Categories ",57,55,Medical - Head Start
"Test Type Categories ",57,56,Standard - Head Start
"Test Type Categories ",57,60,HIV/AIDS
"Test Type Categories ",57,65,Drug Screening
"Test Type Categories ",57,66,Urine
"Test Type Categories ",57,67,Blood
"Test Type Categories ",57,68,Hair
"Test Type Categories ",57,69,Breathalyzer
"Test Type Categories ",57,70,Financial Literacy Education
"Test Type Categories ",57,99,Other
HUD Employment Tenure,58,1,Permanent
HUD Employment Tenure,58,2,Temporary
HUD Employment Tenure,58,3,Seasonal
HUD Employment Tenure,58,4,Day Labor
HUD Employment Tenure,58,8,Don't Know
HUD Employment Tenure,58,9,Refused
HUD Non-Cash Benefits,59,-1,Other source
HUD Non-Cash Benefits,59,1,Supplemental Nutrition Assistance Program (SNAP) (Previously known as Food  Stamps)
HUD Non-Cash Benefits,59,2,MEDICAID Health Insurance program
HUD Non-Cash Benefits,59,3,MEDICARE  Health Insurance program
HUD Non-Cash Benefits,59,4,(CHIP) State Children’s Health Insurance Program
HUD Non-Cash Benefits,59,5,"Special Supplemental Nutrition Program for Women, Infants, and Children (WIC)"
HUD Non-Cash Benefits,59,6,(VA) Veteran’s Administration Medical Services
HUD Non-Cash Benefits,59,7,TANF Child Care services
HUD Non-Cash Benefits,59,10,TANF transportation services
HUD Non-Cash Benefits,59,11,Other TANF-funded services
HUD Non-Cash Benefits,59,12,"Section 8, Public Housing, or other Rental Assist"
HUD Non-Cash Benefits,59,13,Other source
HUD Non-Cash Benefits,59,16,Temporary Rental Assistance
HUD Highest Grade Completed,60,0,No schooling completed
HUD Highest Grade Completed,60,1,Nursery school to 4th grade
HUD Highest Grade Completed,60,2,5th grade or 6th grade
HUD Highest Grade Completed,60,3,7th or 8th grade
HUD Highest Grade Completed,60,4,9th grade
HUD Highest Grade Completed,60,5,10th grade
HUD Highest Grade Completed,60,6,11th grade
HUD Highest Grade Completed,60,7,"12th grade, No diploma"
HUD Highest Grade Completed,60,8,Unknown
HUD Highest Grade Completed,60,9,Refused
HUD Highest Grade Completed,60,10,High school diploma
HUD Highest Grade Completed,60,11,GED
HUD Highest Grade Completed,60,12,Post-secondary school
HMIS When Domestic Violence,61,1,Within the past three months
HMIS When Domestic Violence,61,2,Three to six months (exluding six months exactly)
HMIS When Domestic Violence,61,3,From six months to one year (excluding one year exactly)
HMIS When Domestic Violence,61,4,One year ago or more
HMIS When Domestic Violence,61,8,Client doesn't know
HMIS When Domestic Violence,61,9,Client Prefers Not to Answer
HMIS When Domestic Violence,61,10,N/A
HMIS When Domestic Violence,61,99,Data not collected
HUD College Degree,62,0,None
HUD College Degree,62,1,Associates Degree
HUD College Degree,62,2,Bachelors Degree
HUD College Degree,62,3,Masters Degree
HUD College Degree,62,4,Doctorate Degree
HUD College Degree,62,5,Other graduate/professional degree
HUD College Degree,62,6,Certificate of training or skilled artisan
HUD College Degree,62,8,Don't Know
HUD College Degree,62,9,Won't Answer
HUD Health Status,63,1,Excellent
HUD Health Status,63,2,Very good
HUD Health Status,63,3,Good
HUD Health Status,63,4,Fair
HUD Health Status,63,5,Poor
HUD Health Status,63,8,Client doesn't know
HUD Health Status,63,9,Client Prefers Not to Answer
HUD Health Status,63,99,Data not collected
HUD Veteran Service Era,64,-1,Other
HUD Veteran Service Era,64,1,Persian Gulf Era (August 1991 – Present)
HUD Veteran Service Era,64,2,Post Vietnam (May 1975 – July 1991)
HUD Veteran Service Era,64,3,Vietnam Era (August 1964 – April 1975)
HUD Veteran Service Era,64,4,Between Korean and Vietnam War(Feb 1955–July 1964)
HUD Veteran Service Era,64,5,Korean War (June 1950 – January 1955)
HUD Veteran Service Era,64,6,Between WWII and Korean War (Aug 1947 – May 1950)
HUD Veteran Service Era,64,7,World War II (September 1940 – July 1947)
HUD Veteran Service Era,64,8,Don’t know
HUD Veteran Service Era,64,9,Won't answer
HUD Veteran Service Era,64,10,"Post September 11, 2001 (September 11, 2001 -Prese"
HUD Veteran Service Era,64,15,"Afghanistan/Iraq "
HUD Veteran Discharge Status,65,1,Honorable
HUD Veteran Discharge Status,65,2,General under honorable conditions
HUD Veteran Discharge Status,65,3,Medical
HUD Veteran Discharge Status,65,4,Bad conduct
HUD Veteran Discharge Status,65,5,Dishonorable
HUD Veteran Discharge Status,65,6,Under other than honorable conditions
HUD Veteran Discharge Status,65,8,Client doesn't know
HUD Veteran Discharge Status,65,9,Client Prefers Not to Answer
HUD Veteran Discharge Status,65,10,Uncharacterized
HUD Veteran Discharge Status,65,99,Data not collected
HUD Veteran Branch,66,1,Army
HUD Veteran Branch,66,2,Air Force
HUD Veteran Branch,66,3,Navy
HUD Veteran Branch,66,4,Marines
HUD Veteran Branch,66,5,Other
HUD Veteran Branch,66,7,Space Force
HUD Veteran Branch,66,8,Client Doesn't know
HUD Veteran Branch,66,9,Client Prefers Not to Answer
HUD Veteran Branch,66,10,Coast Guard
HUD Veteran Branch,66,11,National Guard
HUD Veteran Branch,66,12,Reserves
HUD Veteran Branch,66,99,Data Not Collected
HUD Child Type of School,67,1,Public school
HUD Child Type of School,67,2,Parochial or other private school
HUD Child Type of School,67,8,Don't Know
HUD Child Type of School,67,9,Won't Answer
HUD Child Enrollment Problem,68,1,None
HUD Child Enrollment Problem,68,2,Residency requirements
HUD Child Enrollment Problem,68,3,Availability of school records
HUD Child Enrollment Problem,68,4,Birth certificates
HUD Child Enrollment Problem,68,5,Legal guardianship requirements
HUD Child Enrollment Problem,68,6,Transportation
HUD Child Enrollment Problem,68,7,Lack of available preschool programs
HUD Child Enrollment Problem,68,8,Don't Know
HUD Child Enrollment Problem,68,9,Refused
HUD Child Enrollment Problem,68,10,Immunization requirements
HUD Child Enrollment Problem,68,11,Physical examination records
HUD Child Enrollment Problem,68,12,Other
HUD Exit Destination,69,-1,Other
HUD Exit Destination,69,1,Emergency Shelter including hotel or motel paid for with emergency shelter voucher or RHY Funded Host Home Shelter
HUD Exit Destination,69,2,Transitional housing for homeless persons (including homeless youth)
HUD Exit Destination,69,3,Permanent housing (other than RRH) for formerly homeless persons
HUD Exit Destination,69,4,Psychiatric hospital or other psychiatric facility
HUD Exit Destination,69,5,Substance abuse treatment facility or detox center
HUD Exit Destination,69,6,Hospital or other residential non-psychiatric medical facility
HUD Exit Destination,69,7,"Jail, prison or juvenile detention facility"
HUD Exit Destination,69,8,Client doesn't know
HUD Exit Destination,69,9,Client Prefers Not to Answer
HUD Exit Destination,69,10,"Rental by client, no ongoing housing subsidy"
HUD Exit Destination,69,11,"Owned by client, no ongoing housing subsidy"
HUD Exit Destination,69,12,"Staying or living with family, temporary tenure (e.g., room, apartment or house)"
HUD Exit Destination,69,13,"Staying or living with friends, temporary tenure (e.g., room, apartment or house)"
HUD Exit Destination,69,14,Hotel or motel paid for without emergency shelter voucher
HUD Exit Destination,69,15,Foster care home or foster care group home
HUD Exit Destination,69,16,"Place not meant for habitation (e.g., a vehicle, an abandoned building, bus/train/subway station/airport or anywhere outside)"
HUD Exit Destination,69,17,Other
HUD Exit Destination,69,18,Safe Haven
HUD Exit Destination,69,19,"Rental by client, with VASH housing subsidy"
HUD Exit Destination,69,20,"Rental by client, with other ongoing housing subsidy"
HUD Exit Destination,69,21,"Owned by client, with ongoing housing subsidy"
HUD Exit Destination,69,22,"Staying or living with family, permanent tenure"
HUD Exit Destination,69,23,"Staying or living with friends, permanent tenure"
HUD Exit Destination,69,24,Deceased
HUD Exit Destination,69,25,Long-term care facility or nursing home
