dbo,AccountMasterGrand,LastModifiedBy,FK_AccountMasterGrand_LastModifiedBy_Users_EntityID,dbo,Users,EntityID
dbo,AccountMasterGrand,OrganizationID,FK_AccountMasterGrand_OrganizationID_Organization_EntityID,dbo,Organization,EntityID
dbo,AccountMasterGrandTransaction,AccountMasterGrandID,FK_AccountMasterGrandTransaction_AccountMasterGrand,dbo,AccountMasterGrand,AccountMasterGrandID
dbo,AccountMasterGrandTransaction,CreatedBy,FK_AccountMasterGrandTransaction_CreatedBy_Users_EntityID,dbo,Users,EntityID
dbo,AccountMasterGrandTransaction,DeletedBy,FK_AccountMasterGrandTransaction_DeletedBy_Users_EntityID,dbo,Users,EntityID
dbo,AccountMasterGrandTransaction,LastModifiedBy,FK_AccountMasterGrandTransaction_LastModifiedBy_Users_EntityID,dbo,Users,EntityID
dbo,AccountMasterTransaction,AccountMasterID,FK_AccountMasterTransaction_AccountMaster,dbo,AccountMaster,MasterID
dbo,AccountMasterTransaction,CreatedBy,FK_AccountMasterTransaction_CreatedBy_Users_EntityID,dbo,Users,EntityID
dbo,AccountMasterTransaction,DeletedBy,FK_AccountMasterTransaction_DeletedBy_Users_EntityID,dbo,Users,EntityID
dbo,AccountMasterTransaction,LastModifiedBy,FK_AccountMasterTransaction_LastModifiedBy_Users_EntityID,dbo,Users,EntityID
dbo,AccountObligation,AccountID,FK_AccountObligation_Account,dbo,Account,AccountID
dbo,AccountObligation,EnrollmentID,FK_AccountObligation_Enrollment,dbo,Enrollment,EnrollmentID
dbo,AccountObligation,ObligationStepID,FK_AccountObligation_ApprovalObligationStep,dbo,ApprovalObligationStep,ObligationStepID
dbo,AccountObligation,CreatedBy,FK_AccountObligation_Users,dbo,Users,EntityID
dbo,AccountService,AccountID,FK_AccountService_Account,dbo,Account,AccountID
dbo,AccountService,ServiceTypeID,FK_AccountService_ServiceType,dbo,ServiceType,ServiceTypeID
dbo,AccountService,CreatedBy,FK_AccountService_Users,dbo,Users,EntityID
dbo,AccountTransaction,AccountID,FK_AccountTransaction_Account,dbo,Account,AccountID
dbo,AccountTransaction,RefObligationID,FK_AccountTransaction_AccountObligation,dbo,AccountObligation,ObligationID
dbo,AccountTransaction,CreatedBy,FK_AccountTransaction_Users,dbo,Users,EntityID
dbo,AccountTransactionExt,TransactionID,FK_AccountTransactionExt_AccountTransaction,dbo,AccountTransaction,TransactionID
